[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_8_9_n3 /home/emarolab/ASP/CAPF/ASP/clingo/data/8_9/8_9_n3.asp 8_9"
[pyrunlim] start:		Fri Jan 19 21:03:12 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.088	     0.000	     0.000	       9.9	       9.9	       0.0
[pyrunlim] sample:		    20.447	     1.470	     0.000	      43.5	      43.5	       0.0
[pyrunlim] sample:		    30.128	     6.680	     0.010	      51.4	      51.4	       0.0
[pyrunlim] sample:		    40.280	    13.870	     0.010	      51.4	      25.5	       0.0
[pyrunlim] sample:		    50.426	    24.010	     0.010	      55.4	      55.4	       0.0
[pyrunlim] sample:		    60.572	    34.160	     0.010	      55.4	      55.4	       0.0
[pyrunlim] sample:		    70.717	    44.300	     0.010	      55.4	      55.4	       0.0
[pyrunlim] sample:		    80.863	    54.450	     0.010	      55.4	      55.4	       0.0
[pyrunlim] sample:		    91.009	    64.590	     0.010	      55.4	      55.4	       0.0
[pyrunlim] sample:		   100.147	    70.720	     0.010	      59.5	      59.5	       0.0
[pyrunlim] sample:		   110.292	    80.870	     0.010	      59.5	      59.5	       0.0
[pyrunlim] sample:		   120.435	    91.010	     0.010	      59.5	      59.5	       0.0
[pyrunlim] sample:		   130.579	   101.160	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   140.723	   111.300	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   150.868	   121.440	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   161.014	   131.590	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   170.145	   140.720	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   180.290	   150.870	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   190.436	   161.010	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   200.581	   171.160	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   210.726	   181.300	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   220.872	   191.450	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   230.003	   200.580	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   240.149	   210.730	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   250.295	   220.870	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   260.442	   231.020	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   270.587	   241.160	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   280.734	   251.310	     0.010	      59.8	      59.8	       0.0
[pyrunlim] sample:		   290.879	   261.450	     0.010	      60.0	      60.0	       0.0
[pyrunlim] sample:		   300.010	   270.590	     0.010	      60.0	      60.0	       0.0
[pyrunlim] sample:		   310.155	   280.730	     0.010	      60.0	      60.0	       0.0
[pyrunlim] sample:		   320.302	   290.880	     0.010	      60.0	      60.0	       0.0
[pyrunlim] sample:		   330.448	   301.020	     0.010	      60.0	      60.0	       0.0
[pyrunlim] sample:		   340.594	   311.170	     0.010	      60.0	      60.0	       0.0
[pyrunlim] sample:		   350.740	   321.310	     0.010	      60.0	      60.0	       0.0
[pyrunlim] sample:		   360.890	   329.350	     0.020	      63.5	      63.5	       0.0
[pyrunlim] sample:		   370.020	   338.480	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   380.164	   348.630	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   390.309	   358.770	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   400.453	   368.910	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   410.597	   379.060	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   420.742	   389.200	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   430.886	   399.350	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   440.017	   408.480	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   450.161	   418.620	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   460.306	   428.770	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   470.451	   438.910	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   480.596	   449.060	     0.020	      63.8	      63.8	       0.0
[pyrunlim] sample:		   490.741	   459.200	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   500.886	   469.350	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   510.017	   478.480	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   520.162	   488.620	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   530.307	   498.770	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   540.452	   508.910	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   550.598	   519.060	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   560.744	   529.200	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   570.890	   539.350	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   580.021	   548.480	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   590.166	   558.630	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   600.312	   568.770	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   610.457	   578.920	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   620.603	   589.060	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   630.749	   599.210	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   640.895	   609.350	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   650.026	   618.480	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   660.172	   628.630	     0.020	      64.3	      64.3	       0.0
[pyrunlim] sample:		   670.318	   638.780	     0.020	      64.8	      64.8	       0.0
[pyrunlim] sample:		   680.465	   648.920	     0.020	      64.8	      64.8	       0.0
[pyrunlim] sample:		   690.612	   659.070	     0.020	      64.8	      64.8	       0.0
[pyrunlim] sample:		   700.759	   669.220	     0.020	      64.8	      64.8	       0.0
[pyrunlim] sample:		   710.906	   679.360	     0.020	      64.8	      64.8	       0.0
[pyrunlim] sample:		   720.038	   688.500	     0.020	      64.8	      64.8	       0.0
[pyrunlim] sample:		   730.185	   698.640	     0.020	      64.8	      64.8	       0.0
[pyrunlim] sample:		   740.331	   708.790	     0.020	      67.4	      67.4	       0.0
[pyrunlim] sample:		   750.479	   718.940	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   760.627	   729.080	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   770.775	   739.230	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   780.923	   749.380	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   790.057	   758.510	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   800.205	   768.660	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   810.354	   778.810	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   820.502	   788.960	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   830.648	   799.100	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   840.795	   809.250	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   850.943	   819.400	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   860.076	   828.530	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   870.223	   838.680	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   880.371	   848.830	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   890.519	   858.970	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   900.666	   869.120	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   910.813	   879.260	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   920.960	   889.410	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   930.093	   898.550	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   940.242	   908.700	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   950.390	   918.840	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   960.538	   928.990	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   970.686	   939.140	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   980.834	   949.290	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		   990.982	   959.440	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		  1000.117	   968.570	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		  1010.265	   978.720	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		  1020.413	   988.870	     0.020	      74.8	      74.8	       0.0
[pyrunlim] sample:		  1030.562	   999.020	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1040.711	  1009.160	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1050.859	  1019.310	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1061.007	  1029.460	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1070.140	  1038.590	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1080.288	  1048.740	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1090.435	  1058.890	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1100.583	  1069.030	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1110.731	  1079.180	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1120.880	  1089.330	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1130.014	  1098.470	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1140.162	  1108.610	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1150.310	  1118.760	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1160.459	  1128.910	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1170.607	  1139.060	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1180.755	  1149.200	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1190.905	  1159.350	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1200.040	  1168.490	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1210.192	  1178.640	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1220.343	  1188.790	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1230.494	  1198.940	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1240.644	  1209.090	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1250.796	  1219.240	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1260.948	  1229.400	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1270.085	  1238.530	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1280.237	  1248.680	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1290.388	  1258.840	     0.020	      78.4	      78.4	       0.0
[pyrunlim] sample:		  1300.539	  1268.990	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1310.690	  1279.140	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1320.841	  1289.290	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1330.993	  1299.440	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1340.130	  1308.580	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1350.282	  1318.730	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1360.433	  1328.880	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1370.585	  1339.030	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1380.737	  1349.180	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1390.888	  1359.330	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1400.025	  1368.470	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1410.177	  1378.620	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1420.327	  1388.770	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1430.479	  1398.930	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1440.631	  1409.080	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1450.783	  1419.230	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1460.935	  1429.380	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1470.073	  1438.520	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1480.224	  1448.670	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1490.375	  1458.820	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1500.526	  1468.970	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1510.678	  1479.120	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1520.830	  1489.280	     0.020	      78.7	      78.7	       0.0
[pyrunlim] sample:		  1530.982	  1499.430	     0.020	      80.0	      80.0	       0.0
[pyrunlim] sample:		  1540.119	  1508.560	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1550.271	  1518.720	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1560.422	  1528.870	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1570.575	  1539.020	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1580.726	  1549.170	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1590.878	  1559.320	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1600.015	  1568.460	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1610.166	  1578.610	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1620.319	  1588.760	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1630.471	  1598.910	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1640.623	  1609.070	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1650.775	  1619.220	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1660.926	  1629.370	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1670.064	  1638.510	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1680.216	  1648.660	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1690.367	  1658.810	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1700.519	  1668.960	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1710.669	  1679.110	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1720.822	  1689.270	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1730.973	  1699.420	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1740.110	  1708.550	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1750.261	  1718.700	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1760.413	  1728.850	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1770.565	  1739.000	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1780.716	  1749.160	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1790.868	  1759.310	     0.020	      80.5	      80.5	       0.0
[pyrunlim] sample:		  1800.006	  1768.450	     0.020	      80.5	      80.5	       0.0
