[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_13_6_n10 /home/emarolab/ASP/CAPF/ASP/clingo/data/13_6/13_6_n10.asp 13_6"
[pyrunlim] start:		Sun Jan 21 20:53:30 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.163	     0.000	     0.000	      10.0	      10.0	       0.0
[pyrunlim] sample:		    20.053	     0.930	     0.000	      40.8	      40.8	       0.0
[pyrunlim] sample:		    30.240	     5.850	     0.010	      48.2	      48.2	       0.0
[pyrunlim] sample:		    40.390	    15.990	     0.010	      48.2	      48.2	       0.0
[pyrunlim] sample:		    50.554	    24.070	     0.020	      51.6	      51.6	       0.0
[pyrunlim] sample:		    60.705	    34.220	     0.020	      52.3	      52.3	       0.0
[pyrunlim] sample:		    70.856	    44.370	     0.020	      52.3	      52.3	       0.0
[pyrunlim] sample:		    81.007	    54.520	     0.020	      52.3	      52.3	       0.0
[pyrunlim] sample:		    90.143	    63.660	     0.020	      52.3	      52.3	       0.0
[pyrunlim] sample:		   100.296	    73.810	     0.020	      52.3	      52.3	       0.0
[pyrunlim] sample:		   110.494	    81.590	     0.020	      54.9	      54.9	       0.0
[pyrunlim] sample:		   120.671	    91.770	     0.020	      54.9	      54.9	       0.0
[pyrunlim] sample:		   130.823	   101.920	     0.020	      55.2	      55.2	       0.0
[pyrunlim] sample:		   140.976	   112.070	     0.020	      55.7	      55.7	       0.0
[pyrunlim] sample:		   150.114	   121.210	     0.020	      55.7	      55.7	       0.0
[pyrunlim] sample:		   160.267	   131.370	     0.020	      57.7	      57.7	       0.0
[pyrunlim] sample:		   170.422	   141.520	     0.020	      57.7	      57.7	       0.0
[pyrunlim] sample:		   180.574	   151.670	     0.020	      57.7	      57.7	       0.0
[pyrunlim] sample:		   190.728	   161.820	     0.020	      57.7	      57.7	       0.0
[pyrunlim] sample:		   200.883	   171.980	     0.020	      57.7	      57.7	       0.0
[pyrunlim] sample:		   210.021	   181.120	     0.020	      57.7	      57.7	       0.0
[pyrunlim] sample:		   220.175	   191.270	     0.020	      57.7	      57.7	       0.0
[pyrunlim] sample:		   230.331	   201.430	     0.020	      63.9	      63.9	       0.0
[pyrunlim] sample:		   240.484	   211.580	     0.020	      63.9	      63.9	       0.0
[pyrunlim] sample:		   250.641	   221.740	     0.020	      63.9	      63.9	       0.0
[pyrunlim] sample:		   260.794	   231.890	     0.020	      63.9	      63.9	       0.0
[pyrunlim] sample:		   270.952	   242.050	     0.020	      63.9	      63.9	       0.0
[pyrunlim] sample:		   280.090	   251.180	     0.020	      63.9	      63.9	       0.0
[pyrunlim] sample:		   290.247	   261.340	     0.020	      63.9	      63.9	       0.0
[pyrunlim] sample:		   300.398	   271.490	     0.020	      63.9	      63.9	       0.0
[pyrunlim] sample:		   310.550	   281.640	     0.020	      64.2	      64.2	       0.0
[pyrunlim] sample:		   320.705	   291.800	     0.020	      64.2	      64.2	       0.0
[pyrunlim] sample:		   330.859	   301.950	     0.020	      64.7	      64.7	       0.0
[pyrunlim] sample:		   341.011	   312.100	     0.020	      65.5	      65.5	       0.0
[pyrunlim] sample:		   350.149	   321.240	     0.020	      65.5	      65.5	       0.0
[pyrunlim] sample:		   360.302	   331.390	     0.020	      65.5	      65.5	       0.0
[pyrunlim] sample:		   370.456	   341.550	     0.020	      65.5	      65.5	       0.0
[pyrunlim] sample:		   380.609	   351.700	     0.020	      66.0	      66.0	       0.0
[pyrunlim] sample:		   390.763	   361.850	     0.020	      66.5	      66.5	       0.0
[pyrunlim] sample:		   400.915	   372.010	     0.020	      66.5	      66.5	       0.0
[pyrunlim] sample:		   410.053	   381.140	     0.020	      66.5	      66.5	       0.0
[pyrunlim] sample:		   420.205	   391.290	     0.020	      66.5	      66.5	       0.0
[pyrunlim] sample:		   430.358	   401.440	     0.030	      70.6	      70.6	       0.0
[pyrunlim] sample:		   440.513	   411.600	     0.030	      71.4	      71.4	       0.0
[pyrunlim] sample:		   450.667	   421.750	     0.030	      71.4	      71.4	       0.0
[pyrunlim] sample:		   460.821	   431.900	     0.030	      71.4	      71.4	       0.0
[pyrunlim] sample:		   470.974	   442.060	     0.030	      71.4	      71.4	       0.0
[pyrunlim] sample:		   480.115	   451.200	     0.030	      71.4	      71.4	       0.0
[pyrunlim] sample:		   490.274	   461.360	     0.030	      71.4	      71.4	       0.0
[pyrunlim] sample:		   500.429	   471.510	     0.030	      71.4	      71.4	       0.0
[pyrunlim] sample:		   510.584	   481.670	     0.030	      71.4	      71.4	       0.0
[pyrunlim] sample:		   520.755	   489.480	     0.040	      71.4	      58.8	       0.0
[pyrunlim] sample:		   530.907	   499.630	     0.040	      71.4	      58.8	       0.0
[pyrunlim] sample:		   540.044	   508.760	     0.040	      71.4	      58.8	       0.0
[pyrunlim] sample:		   550.197	   518.920	     0.040	      71.4	      58.8	       0.0
[pyrunlim] sample:		   560.348	   529.070	     0.040	      71.4	      58.8	       0.0
[pyrunlim] sample:		   570.499	   539.220	     0.040	      71.4	      59.6	       0.0
[pyrunlim] sample:		   580.652	   549.370	     0.040	      71.4	      59.6	       0.0
[pyrunlim] sample:		   590.804	   559.520	     0.040	      71.4	      59.6	       0.0
[pyrunlim] sample:		   600.956	   569.670	     0.040	      71.4	      59.6	       0.0
[pyrunlim] sample:		   610.093	   578.810	     0.040	      71.4	      59.6	       0.0
[pyrunlim] sample:		   620.247	   588.970	     0.040	      71.4	      59.6	       0.0
[pyrunlim] sample:		   630.398	   599.120	     0.040	      71.4	      61.4	       0.0
[pyrunlim] sample:		   640.553	   609.270	     0.040	      71.4	      63.5	       0.0
[pyrunlim] sample:		   650.704	   619.420	     0.040	      71.4	      63.5	       0.0
[pyrunlim] sample:		   660.856	   629.570	     0.040	      71.4	      63.5	       0.0
[pyrunlim] sample:		   670.048	   638.760	     0.040	      71.4	      63.5	       0.0
[pyrunlim] sample:		   680.218	   648.930	     0.040	      71.4	      64.0	       0.0
[pyrunlim] sample:		   690.371	   659.090	     0.040	      71.4	      64.0	       0.0
[pyrunlim] sample:		   700.525	   669.240	     0.040	      71.4	      64.2	       0.0
[pyrunlim] sample:		   710.679	   679.390	     0.040	      71.4	      64.5	       0.0
[pyrunlim] sample:		   720.834	   689.540	     0.040	      71.4	      64.5	       0.0
[pyrunlim] sample:		   730.986	   699.700	     0.040	      71.4	      69.9	       0.0
[pyrunlim] sample:		   740.123	   708.840	     0.040	      71.4	      69.9	       0.0
[pyrunlim] sample:		   750.276	   718.990	     0.040	      71.4	      69.9	       0.0
[pyrunlim] sample:		   760.431	   729.140	     0.040	      71.4	      69.9	       0.0
[pyrunlim] sample:		   770.582	   739.290	     0.040	      71.4	      69.9	       0.0
[pyrunlim] sample:		   780.735	   749.450	     0.040	      71.4	      69.9	       0.0
[pyrunlim] sample:		   790.888	   759.600	     0.040	      71.4	      69.9	       0.0
[pyrunlim] sample:		   800.026	   768.740	     0.040	      71.4	      69.9	       0.0
[pyrunlim] sample:		   810.178	   778.890	     0.040	      71.4	      69.9	       0.0
[pyrunlim] sample:		   820.331	   789.040	     0.040	      71.4	      69.9	       0.0
[pyrunlim] sample:		   830.482	   799.190	     0.040	      71.5	      71.5	       0.0
[pyrunlim] sample:		   840.634	   809.340	     0.040	      72.0	      72.0	       0.0
[pyrunlim] sample:		   850.788	   819.490	     0.050	      78.7	      78.7	       0.0
[pyrunlim] sample:		   860.942	   829.650	     0.050	      78.7	      78.7	       0.0
[pyrunlim] sample:		   870.081	   838.790	     0.050	      78.7	      78.7	       0.0
[pyrunlim] sample:		   880.235	   848.940	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		   890.391	   859.100	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		   900.547	   869.250	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		   910.700	   879.410	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		   920.855	   889.560	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		   931.009	   899.710	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		   940.146	   908.850	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		   950.301	   919.010	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		   960.455	   929.160	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		   970.614	   939.320	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		   980.769	   949.470	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		   990.922	   959.620	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		  1000.060	   968.760	     0.050	      78.9	      78.9	       0.0
[pyrunlim] sample:		  1010.214	   978.920	     0.050	      80.0	      80.0	       0.0
[pyrunlim] sample:		  1020.369	   989.070	     0.050	      80.0	      80.0	       0.0
[pyrunlim] sample:		  1030.522	   999.220	     0.050	      80.0	      80.0	       0.0
[pyrunlim] sample:		  1040.677	  1009.380	     0.050	      80.0	      80.0	       0.0
[pyrunlim] sample:		  1050.834	  1019.540	     0.050	      85.1	      85.1	       0.0
[pyrunlim] sample:		  1060.989	  1029.690	     0.050	      85.1	      85.1	       0.0
[pyrunlim] sample:		  1070.127	  1038.830	     0.050	      85.1	      85.1	       0.0
[pyrunlim] sample:		  1080.280	  1048.980	     0.050	      85.1	      85.1	       0.0
[pyrunlim] sample:		  1090.438	  1059.140	     0.050	      85.1	      85.1	       0.0
[pyrunlim] sample:		  1100.594	  1069.290	     0.050	      85.1	      85.1	       0.0
[pyrunlim] sample:		  1110.748	  1079.450	     0.050	      85.1	      85.1	       0.0
[pyrunlim] sample:		  1120.902	  1089.600	     0.050	      85.6	      85.6	       0.0
[pyrunlim] sample:		  1130.041	  1098.730	     0.060	      95.4	      95.4	       0.0
[pyrunlim] sample:		  1140.197	  1108.890	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1150.354	  1119.050	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1160.509	  1129.200	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1170.664	  1139.360	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1180.820	  1149.510	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1190.976	  1159.670	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1200.116	  1168.810	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1210.272	  1178.970	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1220.429	  1189.120	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1230.586	  1199.280	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1240.741	  1209.430	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1250.896	  1219.590	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1260.036	  1228.730	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1270.194	  1238.880	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1280.350	  1249.040	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1290.506	  1259.200	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1300.661	  1269.350	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1310.818	  1279.510	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1320.972	  1289.660	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1330.114	  1298.800	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1340.270	  1308.960	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1350.425	  1319.120	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1360.580	  1329.270	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1370.736	  1339.430	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1380.894	  1349.580	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1390.036	  1358.720	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1400.193	  1368.870	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1410.348	  1379.030	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1420.505	  1389.190	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1430.660	  1399.340	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1440.816	  1409.500	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1450.973	  1419.650	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1460.111	  1428.790	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1470.269	  1438.950	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1480.424	  1449.110	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1490.581	  1459.260	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1500.736	  1469.420	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1510.892	  1479.570	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1520.033	  1488.710	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1530.190	  1498.870	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1540.347	  1509.030	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1550.503	  1519.180	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1560.660	  1529.340	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1570.817	  1539.500	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1580.971	  1549.650	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1590.113	  1558.790	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1600.269	  1568.950	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1610.423	  1579.100	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1620.625	  1589.300	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1630.871	  1599.550	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1640.092	  1608.770	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1650.256	  1618.930	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1660.412	  1629.090	     0.060	      99.8	      99.8	       0.0
[pyrunlim] sample:		  1670.569	  1639.250	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1680.726	  1649.400	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1690.917	  1659.590	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1700.059	  1668.740	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1710.217	  1678.890	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1720.374	  1689.050	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1730.533	  1699.210	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1740.690	  1709.360	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1750.847	  1719.520	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1761.002	  1729.680	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1770.144	  1738.820	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1780.301	  1748.980	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1790.457	  1759.130	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1800.674	  1769.350	     0.060	     100.0	     100.0	       0.0
[pyrunlim] sample:		  1810.919	  1779.590	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1820.071	  1788.750	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1830.226	  1798.900	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1840.383	  1809.050	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1850.539	  1819.210	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1860.695	  1829.370	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1870.850	  1839.520	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1881.005	  1849.680	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1890.147	  1858.820	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1900.304	  1868.980	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1910.459	  1879.130	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1920.614	  1889.290	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1930.771	  1899.450	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1940.981	  1909.650	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1950.203	  1918.870	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1960.358	  1929.030	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1970.513	  1939.180	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1980.672	  1949.340	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  1990.831	  1959.500	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  2000.990	  1969.660	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  2010.132	  1978.800	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  2020.287	  1988.960	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  2030.441	  1999.110	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  2040.597	  2009.270	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  2050.754	  2019.420	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  2060.910	  2029.580	     0.060	     101.1	     101.1	       0.0
[pyrunlim] sample:		  2070.050	  2038.720	     0.060	     101.1	     101.1	       0.0
