[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_9_12_n9 /home/emarolab/ASP/CAPF/ASP/clingo/data/9_12/9_12_n9.asp 9_12"
[pyrunlim] start:		Fri Jan 19 15:41:58 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.486	    10.390	     0.050	     179.0	     173.2	       0.0
[pyrunlim] sample:		    20.281	    20.180	     0.050	     179.0	     173.2	       0.0
[pyrunlim] sample:		    30.956	    30.860	     0.050	     179.0	     173.2	       0.0
[pyrunlim] sample:		    40.100	    40.000	     0.050	     179.0	     173.2	       0.0
[pyrunlim] sample:		    50.261	    50.160	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		    60.421	    60.320	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		    70.583	    70.490	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		    80.743	    80.650	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		    90.904	    90.810	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   100.050	    99.950	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   110.210	   110.110	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   120.371	   120.270	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   130.532	   130.430	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   140.694	   140.590	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   150.856	   150.760	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   160.001	   159.900	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   170.163	   170.070	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   180.324	   180.220	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   190.485	   190.380	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   200.647	   200.550	     0.050	     181.7	     181.7	       0.0
[pyrunlim] sample:		   210.809	   210.710	     0.050	     181.7	     181.7	       0.0
