[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_13_9_n3 /home/emarolab/ASP/CAPF/ASP/clingo/data/13_9/13_9_n3.asp 13_9"
[pyrunlim] start:		Sat Jan 20 13:01:27 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.058	     0.160	     0.000	      29.6	      10.0	       0.0
[pyrunlim] sample:		    20.403	     2.760	     0.040	      77.2	      10.0	       0.0
[pyrunlim] sample:		    30.070	     8.160	     0.090	      97.6	      97.6	       0.0
[pyrunlim] sample:		    40.228	    15.480	     0.100	     109.5	     108.6	       0.0
[pyrunlim] sample:		    50.383	    22.580	     0.130	     117.7	     117.7	       0.0
[pyrunlim] sample:		    60.535	    32.730	     0.130	     117.7	     117.7	       0.0
[pyrunlim] sample:		    70.686	    42.880	     0.130	     117.7	     117.7	       0.0
[pyrunlim] sample:		    80.837	    53.030	     0.130	     117.7	     117.7	       0.0
[pyrunlim] sample:		    90.995	    60.440	     0.160	     127.5	     127.5	       0.0
[pyrunlim] sample:		   100.131	    69.570	     0.160	     127.5	     127.5	       0.0
[pyrunlim] sample:		   110.283	    79.730	     0.160	     127.8	     127.8	       0.0
[pyrunlim] sample:		   120.435	    89.880	     0.160	     127.8	     127.8	       0.0
[pyrunlim] sample:		   130.589	   100.030	     0.160	     127.8	     127.8	       0.0
[pyrunlim] sample:		   140.743	   110.190	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   150.896	   120.340	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   160.035	   129.480	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   170.190	   139.630	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   180.344	   149.790	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   190.498	   159.940	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   200.652	   170.090	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   210.806	   180.240	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   220.960	   190.400	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   230.100	   199.540	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   240.254	   209.690	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   250.408	   219.850	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   260.562	   230.000	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   270.715	   240.160	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   280.869	   250.310	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   290.007	   259.450	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   300.160	   269.600	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   310.315	   279.760	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   320.469	   289.910	     0.160	     135.3	     135.3	       0.0
[pyrunlim] sample:		   330.623	   300.060	     0.160	     135.3	     135.3	       0.0
