[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_14_6_n1 /home/emarolab/ASP/CAPF/ASP/clingo/data/14_6/14_6_n1.asp 14_6"
[pyrunlim] start:		Tue Jan 16 22:43:32 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.464	    10.430	     0.000	      60.3	      60.3	       0.0
[pyrunlim] sample:		    20.243	    20.210	     0.000	      60.3	      60.3	       0.0
[pyrunlim] sample:		    30.909	    30.880	     0.000	      60.3	      60.3	       0.0
[pyrunlim] sample:		    40.045	    40.010	     0.000	      60.8	      60.8	       0.0
[pyrunlim] sample:		    50.197	    50.160	     0.000	      61.0	      61.0	       0.0
[pyrunlim] sample:		    60.349	    60.320	     0.000	      68.0	      61.8	       0.0
[pyrunlim] sample:		    70.500	    70.470	     0.000	      68.0	      61.8	       0.0
[pyrunlim] sample:		    80.651	    80.620	     0.000	      68.0	      61.8	       0.0
[pyrunlim] sample:		    90.803	    90.770	     0.000	      68.0	      61.8	       0.0
[pyrunlim] sample:		   100.954	   100.920	     0.000	      68.0	      64.4	       0.0
[pyrunlim] sample:		   110.091	   110.060	     0.000	      68.0	      64.4	       0.0
[pyrunlim] sample:		   120.245	   120.210	     0.000	      68.0	      65.4	       0.0
[pyrunlim] sample:		   130.397	   130.360	     0.010	      68.0	      67.2	       0.0
[pyrunlim] sample:		   140.551	   140.510	     0.010	      70.3	      70.3	       0.0
[pyrunlim] sample:		   150.702	   150.660	     0.010	      70.3	      70.3	       0.0
[pyrunlim] sample:		   160.855	   160.810	     0.010	      70.3	      70.3	       0.0
[pyrunlim] sample:		   171.007	   170.970	     0.010	      70.3	      70.3	       0.0
[pyrunlim] sample:		   180.143	   180.100	     0.010	      70.3	      70.3	       0.0
[pyrunlim] sample:		   190.299	   190.250	     0.010	      70.3	      70.3	       0.0
[pyrunlim] sample:		   200.453	   200.410	     0.010	      70.3	      70.3	       0.0
[pyrunlim] sample:		   210.610	   210.550	     0.020	      79.0	      79.0	       0.0
[pyrunlim] sample:		   220.764	   220.710	     0.020	      79.0	      79.0	       0.0
[pyrunlim] sample:		   230.919	   230.870	     0.020	      79.0	      79.0	       0.0
[pyrunlim] sample:		   240.059	   240.010	     0.020	      79.0	      79.0	       0.0
[pyrunlim] sample:		   250.214	   250.160	     0.020	      79.0	      79.0	       0.0
[pyrunlim] sample:		   260.370	   260.310	     0.020	      79.0	      79.0	       0.0
[pyrunlim] sample:		   270.523	   270.470	     0.020	      79.0	      79.0	       0.0
[pyrunlim] sample:		   280.676	   280.620	     0.020	      79.0	      79.0	       0.0
[pyrunlim] sample:		   290.828	   290.770	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   300.981	   300.920	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   310.118	   310.060	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   320.271	   320.210	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   330.425	   330.360	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   340.577	   340.520	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   350.730	   350.670	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   360.884	   360.820	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   370.021	   369.960	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   380.174	   380.110	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   390.326	   390.270	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   400.479	   400.420	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   410.631	   410.570	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   420.784	   420.720	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   430.938	   430.870	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   440.078	   440.020	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   450.233	   450.170	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   460.387	   460.330	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   470.540	   470.480	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   480.694	   480.630	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   490.846	   490.790	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   501.002	   500.940	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   510.142	   510.080	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   520.298	   520.230	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   530.451	   530.390	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   540.606	   540.540	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   550.760	   550.700	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   560.914	   560.850	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   570.053	   569.990	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   580.208	   580.140	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   590.362	   590.300	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   600.517	   600.450	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   610.671	   610.610	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   620.825	   620.760	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   630.978	   630.910	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   640.114	   640.050	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   650.266	   650.200	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   660.419	   660.360	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   670.572	   670.510	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   680.725	   680.660	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   690.877	   690.810	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   700.013	   699.950	     0.020	      79.5	      79.5	       0.0
[pyrunlim] sample:		   710.167	   710.100	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   720.320	   720.250	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   730.476	   730.410	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   740.630	   740.560	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   750.783	   750.720	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   760.936	   760.870	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   770.075	   770.010	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   780.229	   780.160	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   790.383	   790.320	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   800.538	   800.470	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   810.691	   810.630	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   820.844	   820.780	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   830.997	   830.930	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   840.135	   840.070	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   850.290	   850.220	     0.020	      86.0	      86.0	       0.0
[pyrunlim] sample:		   860.443	   860.380	     0.020	      86.0	      86.0	       0.0
