[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_9_8_n6 /home/emarolab/ASP/CAPF/ASP/clingo/data/9_8/9_8_n6.asp 9_8"
[pyrunlim] start:		Mon Jan 15 22:05:42 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.269	    10.230	     0.000	      56.2	      55.7	       0.0
[pyrunlim] sample:		    20.201	    20.170	     0.000	      56.2	      55.7	       0.0
[pyrunlim] sample:		    30.458	    30.420	     0.000	      56.2	      55.7	       0.0
[pyrunlim] sample:		    40.692	    40.640	     0.010	      57.8	      57.8	       0.0
[pyrunlim] sample:		    50.875	    50.820	     0.020	      59.8	      59.8	       0.0
[pyrunlim] sample:		    60.008	    59.950	     0.020	      59.8	      59.8	       0.0
[pyrunlim] sample:		    70.157	    70.100	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		    80.306	    80.250	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		    90.455	    90.390	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   100.605	   100.540	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   110.754	   110.690	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   120.904	   120.840	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   130.039	   129.980	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   140.189	   140.130	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   150.341	   150.280	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   160.491	   160.430	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   170.640	   170.580	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   180.789	   180.730	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   190.937	   190.880	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   200.073	   200.010	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   210.224	   210.160	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   220.375	   220.310	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   230.524	   230.460	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   240.674	   240.610	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   250.825	   250.760	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   260.974	   260.910	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   270.106	   270.040	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   280.252	   280.190	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   290.401	   290.330	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   300.551	   300.480	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   310.698	   310.630	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   320.847	   320.780	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   330.996	   330.930	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   340.129	   340.060	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   350.277	   350.210	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   360.425	   360.360	     0.030	      69.9	      69.9	       0.0
[pyrunlim] sample:		   370.574	   370.500	     0.030	      72.2	      72.2	       0.0
[pyrunlim] sample:		   380.723	   380.650	     0.030	      72.2	      72.2	       0.0
[pyrunlim] sample:		   390.870	   390.800	     0.030	      72.2	      72.2	       0.0
[pyrunlim] sample:		   400.007	   399.930	     0.040	      77.1	      77.1	       0.0
[pyrunlim] sample:		   410.157	   410.080	     0.040	      82.7	      82.7	       0.0
[pyrunlim] sample:		   420.309	   420.230	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   430.463	   430.380	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   440.618	   440.540	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   450.772	   450.690	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   460.922	   460.840	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   470.055	   469.970	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   480.201	   480.120	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   490.348	   490.270	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   500.497	   500.420	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   510.644	   510.560	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   520.793	   520.710	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   530.940	   530.860	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   540.075	   539.990	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   550.225	   550.150	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   560.374	   560.290	     0.040	      97.7	      97.7	       0.0
[pyrunlim] sample:		   570.523	   570.440	     0.040	      97.7	      97.7	       0.0
