[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_7_36_n7 /home/emarolab/ASP/CAPF/ASP/clingo/data/7_36/7_36_n7.asp 7_36"
[pyrunlim] start:		Thu Jan 18 17:20:12 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.108	     9.890	     0.150	     514.3	     514.3	       0.0
[pyrunlim] sample:		    20.027	    19.630	     0.250	     919.5	     919.5	       0.0
[pyrunlim] sample:		    30.297	    29.710	     0.350	    1306.8	    1306.8	       0.0
[pyrunlim] sample:		    40.562	    39.780	     0.460	    1677.2	    1677.2	       0.0
[pyrunlim] sample:		    50.874	    49.870	     0.570	    2012.8	    2012.8	       0.0
[pyrunlim] sample:		    60.154	    58.910	     0.700	    2316.5	    2316.5	       0.0
[pyrunlim] sample:		    70.511	    68.990	     0.800	    2646.3	    2646.3	       0.0
[pyrunlim] sample:		    80.929	    79.220	     0.890	    2942.2	    2942.2	       0.0
[pyrunlim] sample:		    90.310	    88.610	     0.890	    2943.3	    2943.3	       0.0
[pyrunlim] sample:		   100.742	    98.990	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   110.113	   108.360	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   120.532	   118.780	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   130.960	   129.210	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   140.336	   138.580	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   150.759	   149.010	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   160.132	   158.380	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   170.558	   168.810	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   180.970	   179.220	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   190.355	   188.610	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   200.776	   199.020	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   210.153	   208.400	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   220.600	   218.850	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   230.026	   228.270	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   240.479	   238.730	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   250.899	   249.150	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   260.300	   258.550	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   270.756	   269.000	     0.920	    2975.7	    2829.0	       0.0
[pyrunlim] sample:		   280.138	   278.380	     0.920	    2975.7	    2829.0	       0.0
