[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_10_9_n4 /home/emarolab/ASP/CAPF/ASP/clingo/data/10_9/10_9_n4.asp 10_9"
[pyrunlim] start:		Sun Jan 21 00:14:24 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.079	     0.030	     0.000	      19.2	       9.9	       0.0
[pyrunlim] sample:		    20.426	     2.220	     0.030	      52.4	       9.9	       0.0
[pyrunlim] sample:		    30.081	     9.540	     0.030	      60.1	       9.9	       0.0
[pyrunlim] sample:		    40.236	    18.320	     0.040	      64.5	      64.5	       0.0
[pyrunlim] sample:		    50.384	    28.460	     0.040	      67.1	      67.1	       0.0
[pyrunlim] sample:		    60.534	    38.620	     0.040	      67.1	      67.1	       0.0
[pyrunlim] sample:		    70.684	    48.760	     0.040	      67.1	      67.1	       0.0
[pyrunlim] sample:		    80.833	    58.920	     0.040	      72.0	      66.8	       0.0
[pyrunlim] sample:		    90.993	    67.000	     0.050	      72.0	      70.3	       0.0
[pyrunlim] sample:		   100.127	    76.140	     0.050	      72.0	      70.3	       0.0
[pyrunlim] sample:		   110.276	    86.290	     0.050	      75.7	      75.7	       0.0
[pyrunlim] sample:		   120.426	    96.440	     0.050	      75.7	      75.7	       0.0
[pyrunlim] sample:		   130.577	   106.590	     0.060	      81.1	      81.1	       0.0
[pyrunlim] sample:		   140.728	   116.730	     0.060	      81.1	      81.1	       0.0
[pyrunlim] sample:		   150.879	   126.890	     0.060	      81.1	      81.1	       0.0
[pyrunlim] sample:		   160.014	   136.020	     0.060	      81.1	      81.1	       0.0
[pyrunlim] sample:		   170.165	   146.170	     0.060	      81.1	      81.1	       0.0
[pyrunlim] sample:		   180.317	   156.320	     0.060	      81.1	      81.1	       0.0
[pyrunlim] sample:		   190.468	   166.470	     0.060	      81.1	      81.1	       0.0
[pyrunlim] sample:		   200.619	   176.620	     0.060	      83.9	      83.9	       0.0
[pyrunlim] sample:		   210.771	   186.780	     0.060	      85.0	      85.0	       0.0
[pyrunlim] sample:		   220.922	   196.920	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   230.061	   206.060	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   240.213	   216.210	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   250.367	   226.370	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   260.519	   236.520	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   270.672	   246.670	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   280.824	   256.820	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   290.977	   266.980	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   300.115	   276.120	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   310.268	   286.270	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   320.420	   296.420	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   330.573	   306.570	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   340.725	   316.720	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   350.878	   326.880	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   360.015	   336.010	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   370.168	   346.170	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   380.320	   356.320	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   390.475	   366.470	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   400.628	   376.630	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   410.780	   386.780	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   420.933	   396.930	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   430.071	   406.070	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   440.224	   416.220	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   450.377	   426.370	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   460.529	   436.530	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   470.682	   446.680	     0.060	      95.8	      95.8	       0.0
[pyrunlim] sample:		   480.846	   454.470	     0.070	      95.8	      77.2	       0.0
[pyrunlim] sample:		   490.994	   464.620	     0.070	      95.8	      77.7	       0.0
[pyrunlim] sample:		   500.128	   473.750	     0.070	      95.8	      77.7	       0.0
[pyrunlim] sample:		   510.277	   483.900	     0.070	      95.8	      77.4	       0.0
[pyrunlim] sample:		   520.426	   494.040	     0.080	      95.8	      84.8	       0.0
[pyrunlim] sample:		   530.576	   504.180	     0.090	      95.8	      89.5	       0.0
[pyrunlim] sample:		   540.726	   514.330	     0.090	      95.8	      89.5	       0.0
[pyrunlim] sample:		   550.876	   524.480	     0.090	      95.8	      89.5	       0.0
[pyrunlim] sample:		   560.012	   533.620	     0.090	      95.8	      89.5	       0.0
[pyrunlim] sample:		   570.162	   543.770	     0.090	      95.8	      90.2	       0.0
[pyrunlim] sample:		   580.313	   553.920	     0.090	      95.8	      90.2	       0.0
[pyrunlim] sample:		   590.463	   564.070	     0.090	      95.8	      90.2	       0.0
[pyrunlim] sample:		   600.613	   574.220	     0.090	      95.8	      90.2	       0.0
[pyrunlim] sample:		   610.762	   584.370	     0.090	      95.8	      90.2	       0.0
[pyrunlim] sample:		   620.912	   594.520	     0.090	      95.8	      90.2	       0.0
[pyrunlim] sample:		   630.048	   603.650	     0.090	      95.8	      90.2	       0.0
[pyrunlim] sample:		   640.200	   613.800	     0.090	      95.8	      93.6	       0.0
[pyrunlim] sample:		   650.352	   623.950	     0.090	      95.8	      93.6	       0.0
[pyrunlim] sample:		   660.503	   634.110	     0.090	      95.8	      93.6	       0.0
[pyrunlim] sample:		   670.656	   644.250	     0.100	     131.2	     105.1	       0.0
[pyrunlim] sample:		   680.807	   654.400	     0.100	     131.2	     105.1	       0.0
[pyrunlim] sample:		   690.959	   664.550	     0.100	     131.2	     105.1	       0.0
[pyrunlim] sample:		   700.098	   673.690	     0.100	     131.2	     105.1	       0.0
[pyrunlim] sample:		   710.251	   683.840	     0.100	     131.2	     105.1	       0.0
[pyrunlim] sample:		   720.404	   693.990	     0.100	     131.2	     105.1	       0.0
[pyrunlim] sample:		   730.558	   704.140	     0.100	     131.2	     105.1	       0.0
[pyrunlim] sample:		   740.711	   714.300	     0.100	     131.2	     105.1	       0.0
[pyrunlim] sample:		   750.863	   724.450	     0.100	     131.2	     105.1	       0.0
[pyrunlim] sample:		   760.002	   733.590	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   770.157	   743.740	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   780.312	   753.900	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   790.467	   764.050	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   800.622	   774.210	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   810.776	   784.360	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   820.932	   794.520	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   830.073	   803.660	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   840.228	   813.810	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   850.383	   823.970	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   860.538	   834.120	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   870.694	   844.280	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   880.850	   854.430	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   891.006	   864.590	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   900.146	   873.730	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   910.301	   883.880	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   920.457	   894.040	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   930.613	   904.190	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   940.769	   914.350	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   950.925	   924.500	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   960.067	   933.650	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   970.222	   943.800	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   980.378	   953.960	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		   990.534	   964.120	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1000.691	   974.270	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1010.847	   984.430	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1021.005	   994.580	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1030.146	  1003.720	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1040.302	  1013.880	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1050.456	  1024.040	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1060.609	  1034.190	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1070.762	  1044.340	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1080.915	  1054.490	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1090.054	  1063.630	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1100.207	  1073.790	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1110.360	  1083.940	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1120.513	  1094.090	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1130.667	  1104.250	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1140.819	  1114.400	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1150.971	  1124.550	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1160.108	  1133.690	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1170.260	  1143.840	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1180.413	  1153.990	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1190.565	  1164.140	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1200.719	  1174.300	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1210.872	  1184.450	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1220.010	  1193.590	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1230.165	  1203.740	     0.100	     131.2	     118.0	       0.0
[pyrunlim] sample:		  1240.321	  1213.890	     0.100	     131.2	     118.2	       0.0
[pyrunlim] sample:		  1250.477	  1224.050	     0.100	     131.2	     118.2	       0.0
[pyrunlim] sample:		  1260.632	  1234.210	     0.100	     131.2	     118.2	       0.0
[pyrunlim] sample:		  1270.786	  1244.360	     0.100	     131.2	     118.2	       0.0
[pyrunlim] sample:		  1280.942	  1254.510	     0.100	     131.2	     118.2	       0.0
[pyrunlim] sample:		  1290.080	  1263.650	     0.100	     131.2	     118.2	       0.0
[pyrunlim] sample:		  1300.234	  1273.810	     0.100	     131.2	     118.2	       0.0
[pyrunlim] sample:		  1310.388	  1283.960	     0.100	     131.2	     118.2	       0.0
[pyrunlim] sample:		  1320.542	  1294.120	     0.100	     131.2	     118.2	       0.0
[pyrunlim] sample:		  1330.697	  1304.270	     0.100	     131.2	     118.2	       0.0
[pyrunlim] sample:		  1340.852	  1314.430	     0.100	     137.6	     137.6	       0.0
[pyrunlim] sample:		  1351.010	  1324.580	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1360.153	  1333.730	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1370.312	  1343.880	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1380.470	  1354.040	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1390.629	  1364.200	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1400.786	  1374.360	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1410.945	  1384.520	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1420.087	  1393.660	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1430.245	  1403.820	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1440.402	  1413.980	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1450.560	  1424.130	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1460.720	  1434.290	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1470.878	  1444.450	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1480.021	  1453.590	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1490.180	  1463.750	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1500.338	  1473.910	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1510.497	  1484.070	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1520.655	  1494.230	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1530.814	  1504.380	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1540.971	  1514.540	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1550.112	  1523.680	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1560.270	  1533.840	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1570.429	  1544.000	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1580.587	  1554.160	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1590.745	  1564.310	     0.100	     144.0	     144.0	       0.0
[pyrunlim] sample:		  1600.901	  1574.470	     0.100	     144.0	     144.0	       0.0
