[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_12_9_n3 /home/emarolab/ASP/CAPF/ASP/clingo/data/12_9/12_9_n3.asp 12_9"
[pyrunlim] start:		Tue Jan 16 08:28:04 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.448	    10.410	     0.000	     102.6	     102.6	       0.0
[pyrunlim] sample:		    20.221	    20.190	     0.000	     103.4	     103.4	       0.0
[pyrunlim] sample:		    30.884	    30.850	     0.000	     103.4	     103.4	       0.0
[pyrunlim] sample:		    40.019	    39.980	     0.000	     103.4	     103.4	       0.0
[pyrunlim] sample:		    50.167	    50.130	     0.000	     111.1	     111.1	       0.0
[pyrunlim] sample:		    60.315	    60.280	     0.000	     111.1	     111.1	       0.0
[pyrunlim] sample:		    70.464	    70.430	     0.000	     111.1	     111.1	       0.0
[pyrunlim] sample:		    80.612	    80.570	     0.000	     111.1	     111.1	       0.0
[pyrunlim] sample:		    90.760	    90.720	     0.000	     120.1	     120.1	       0.0
[pyrunlim] sample:		   100.908	   100.870	     0.010	     120.1	     120.1	       0.0
[pyrunlim] sample:		   110.041	   110.000	     0.010	     120.1	     120.1	       0.0
[pyrunlim] sample:		   120.189	   120.150	     0.010	     120.1	     120.1	       0.0
[pyrunlim] sample:		   130.335	   130.290	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   140.484	   140.440	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   150.635	   150.590	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   160.785	   160.740	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   170.935	   170.890	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   180.072	   180.030	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   190.219	   190.170	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   200.368	   200.320	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   210.517	   210.470	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   220.665	   220.620	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   230.815	   230.770	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   240.963	   240.920	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   250.096	   250.040	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   260.244	   260.190	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   270.392	   270.340	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   280.540	   280.490	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   290.689	   290.640	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   300.836	   300.780	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   310.983	   310.930	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   320.117	   320.070	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   330.264	   330.210	     0.010	     128.9	     128.9	       0.0
[pyrunlim] sample:		   340.412	   340.350	     0.020	     128.9	     128.9	       0.0
[pyrunlim] sample:		   350.561	   350.500	     0.020	     131.2	     131.2	       0.0
[pyrunlim] sample:		   360.711	   360.650	     0.020	     136.6	     120.3	       0.0
[pyrunlim] sample:		   370.858	   370.800	     0.020	     136.6	     120.3	       0.0
[pyrunlim] sample:		   381.005	   380.950	     0.020	     136.6	     120.3	       0.0
[pyrunlim] sample:		   390.138	   390.080	     0.020	     136.6	     120.3	       0.0
[pyrunlim] sample:		   400.286	   400.230	     0.020	     136.6	     120.3	       0.0
[pyrunlim] sample:		   410.434	   410.370	     0.020	     136.6	     120.3	       0.0
[pyrunlim] sample:		   420.581	   420.520	     0.020	     136.6	     120.3	       0.0
[pyrunlim] sample:		   430.729	   430.670	     0.020	     136.6	     120.3	       0.0
[pyrunlim] sample:		   440.875	   440.810	     0.020	     136.6	     120.3	       0.0
[pyrunlim] sample:		   450.008	   449.950	     0.020	     136.6	     120.3	       0.0
[pyrunlim] sample:		   460.154	   460.090	     0.020	     136.6	     120.3	       0.0
[pyrunlim] sample:		   470.301	   470.240	     0.020	     136.6	     125.2	       0.0
[pyrunlim] sample:		   480.448	   480.380	     0.020	     136.6	     126.4	       0.0
[pyrunlim] sample:		   490.595	   490.530	     0.020	     136.6	     126.4	       0.0
[pyrunlim] sample:		   500.743	   500.680	     0.020	     136.6	     126.4	       0.0
[pyrunlim] sample:		   510.893	   510.830	     0.020	     140.9	     140.9	       0.0
[pyrunlim] sample:		   520.026	   519.960	     0.020	     140.9	     140.9	       0.0
[pyrunlim] sample:		   530.174	   530.110	     0.020	     140.9	     140.9	       0.0
[pyrunlim] sample:		   540.322	   540.260	     0.020	     140.9	     140.9	       0.0
[pyrunlim] sample:		   550.471	   550.410	     0.020	     140.9	     140.9	       0.0
[pyrunlim] sample:		   560.621	   560.560	     0.020	     140.9	     140.9	       0.0
[pyrunlim] sample:		   570.771	   570.710	     0.020	     140.9	     140.9	       0.0
[pyrunlim] sample:		   580.920	   580.860	     0.020	     140.9	     140.9	       0.0
[pyrunlim] sample:		   590.054	   589.990	     0.030	     140.9	     140.9	       0.0
[pyrunlim] sample:		   600.206	   600.140	     0.030	     140.9	     140.9	       0.0
[pyrunlim] sample:		   610.355	   610.290	     0.030	     140.9	     140.9	       0.0
[pyrunlim] sample:		   620.505	   620.440	     0.030	     140.9	     140.9	       0.0
[pyrunlim] sample:		   630.654	   630.580	     0.030	     140.9	     140.9	       0.0
[pyrunlim] sample:		   640.803	   640.730	     0.030	     140.9	     140.9	       0.0
[pyrunlim] sample:		   650.952	   650.880	     0.030	     140.9	     140.9	       0.0
[pyrunlim] sample:		   660.087	   660.010	     0.030	     140.9	     140.9	       0.0
[pyrunlim] sample:		   670.237	   670.170	     0.030	     140.9	     140.9	       0.0
[pyrunlim] sample:		   680.385	   680.310	     0.030	     154.5	     154.5	       0.0
[pyrunlim] sample:		   690.534	   690.450	     0.040	     158.9	     158.9	       0.0
[pyrunlim] sample:		   700.679	   700.590	     0.040	     158.9	     158.9	       0.0
[pyrunlim] sample:		   710.826	   710.740	     0.040	     158.9	     158.9	       0.0
[pyrunlim] sample:		   720.973	   720.890	     0.040	     158.9	     158.9	       0.0
[pyrunlim] sample:		   730.104	   730.020	     0.040	     158.9	     158.9	       0.0
